HINT_WALL 1
nfp = 5
stellarator_symmetric = true
toroidal_planes = 21
poloidal_points = 72
DATA
# phi [rad]  R [m]  Z [m]; implicit poloidal closing segment
3.14159265358979339e-02 5.41130999999999940e+00 3.86826999999999976e-01
3.14159265358979339e-02 5.45267999999999997e+00 3.37361000000000022e-01
3.14159265358979339e-02 5.49344000000000054e+00 2.84642000000000006e-01
3.14159265358979339e-02 5.53160000000000007e+00 2.23809000000000008e-01
3.14159265358979339e-02 5.56312000000000051e+00 1.50822000000000012e-01
3.14159265358979339e-02 5.58504000000000023e+00 6.64046999999999971e-02
3.14159265358979339e-02 5.59500999999999937e+00 -2.33219999999999990e-02
3.14159265358979339e-02 5.59091000000000005e+00 -1.11748000000000000e-01
3.14159265358979339e-02 5.57451999999999970e+00 -1.95840999999999987e-01
3.14159265358979339e-02 5.55124999999999957e+00 -2.74963999999999986e-01
3.14159265358979339e-02 5.52423000000000020e+00 -3.48421000000000036e-01
3.14159265358979339e-02 5.49259999999999948e+00 -4.15397000000000016e-01
3.14159265358979339e-02 5.45582000000000011e+00 -4.76060999999999956e-01
3.14159265358979339e-02 5.41686000000000067e+00 -5.32349999999999990e-01
3.14159265358979339e-02 5.38080000000000069e+00 -5.87571999999999983e-01
3.14159265358979339e-02 5.35135999999999967e+00 -6.44237999999999977e-01
3.14159265358979339e-02 5.32836999999999961e+00 -7.02377000000000029e-01
3.14159265358979339e-02 5.30945000000000089e+00 -7.60776999999999926e-01
3.14159265358979339e-02 5.29404999999999948e+00 -8.18972000000000033e-01
3.14159265358979339e-02 5.28357000000000010e+00 -8.77202000000000037e-01
3.14159265358979339e-02 5.27890999999999977e+00 -9.35556999999999972e-01
3.14159265358979339e-02 5.28157999999999994e+00 -9.93329999999999935e-01
3.14159265358979339e-02 5.29514999999999958e+00 -1.04816999999999982e+00
3.14159265358979339e-02 5.32167000000000012e+00 -1.09691000000000005e+00
3.14159265358979339e-02 5.35937000000000019e+00 -1.13846999999999987e+00
3.14159265358979339e-02 5.40653000000000006e+00 -1.17423000000000011e+00
3.14159265358979339e-02 5.46421000000000046e+00 -1.20394999999999985e+00
3.14159265358979339e-02 5.53308999999999962e+00 -1.22395999999999994e+00
3.14159265358979339e-02 5.61089000000000038e+00 -1.23093000000000008e+00
3.14159265358979339e-02 5.69446000000000030e+00 -1.22510999999999992e+00
3.14159265358979339e-02 5.78181999999999974e+00 -1.20821000000000001e+00
3.14159265358979339e-02 5.87166000000000032e+00 -1.17959000000000014e+00
3.14159265358979339e-02 5.96211000000000002e+00 -1.13596000000000008e+00
3.14159265358979339e-02 6.05048000000000030e+00 -1.07421000000000011e+00
3.14159265358979339e-02 6.13440999999999992e+00 -9.93623999999999952e-01
3.14159265358979339e-02 6.21260000000000012e+00 -8.95546999999999982e-01
3.14159265358979339e-02 6.28381999999999952e+00 -7.81945999999999919e-01
3.14159265358979339e-02 6.34596999999999944e+00 -6.55024999999999968e-01
3.14159265358979339e-02 6.39688999999999997e+00 -5.17537999999999943e-01
3.14159265358979339e-02 6.43460000000000054e+00 -3.72571999999999959e-01
3.14159265358979339e-02 6.45734000000000030e+00 -2.23286000000000012e-01
6.28318530717958679e-02 6.46616999999999997e+00 -1.47433999999999982e-01
6.28318530717958679e-02 6.46484000000000059e+00 6.25573999999999943e-04
6.28318530717958679e-02 6.45345000000000013e+00 1.46164999999999989e-01
6.28318530717958679e-02 6.43086999999999964e+00 2.90248999999999979e-01
6.28318530717958679e-02 6.39735999999999994e+00 4.34307999999999972e-01
6.28318530717958679e-02 6.35371999999999915e+00 5.78501999999999961e-01
6.28318530717958679e-02 6.29816000000000020e+00 7.19984000000000068e-01
6.28318530717958679e-02 6.22686999999999991e+00 8.53050000000000086e-01
6.28318530717958679e-02 6.13854000000000077e+00 9.70815000000000095e-01
6.28318530717958679e-02 6.03671000000000024e+00 1.06742999999999988e+00
6.28318530717958679e-02 5.92756999999999934e+00 1.14131000000000005e+00
6.28318530717958679e-02 5.81676000000000037e+00 1.19667999999999997e+00
6.28318530717958679e-02 5.70725000000000016e+00 1.23838999999999988e+00
6.28318530717958679e-02 5.59957999999999956e+00 1.26499000000000006e+00
6.28318530717958679e-02 5.49506999999999923e+00 1.27076999999999996e+00
6.28318530717958679e-02 5.39841999999999977e+00 1.25499999999999989e+00
6.28318530717958679e-02 5.31529000000000007e+00 1.22425000000000006e+00
6.28318530717958679e-02 5.24849999999999994e+00 1.18578000000000006e+00
6.28318530717958679e-02 5.19817000000000018e+00 1.14376999999999995e+00
6.28318530717958679e-02 5.16281999999999996e+00 1.10116999999999998e+00
6.28318530717958679e-02 5.13820000000000032e+00 1.05909000000000009e+00
6.28318530717958679e-02 5.11839999999999939e+00 1.01417000000000002e+00
6.28318530717958679e-02 5.10137000000000018e+00 9.61110000000000020e-01
6.28318530717958679e-02 5.09131999999999962e+00 8.98270000000000013e-01
6.28318530717958679e-02 5.09398999999999980e+00 8.28495000000000092e-01
6.28318530717958679e-02 5.11136999999999997e+00 7.56067000000000045e-01
6.28318530717958679e-02 5.14058999999999955e+00 6.84843000000000091e-01
6.28318530717958679e-02 5.17561000000000071e+00 6.17443999999999993e-01
6.28318530717958679e-02 5.21096000000000004e+00 5.54529000000000050e-01
6.28318530717958679e-02 5.24586000000000041e+00 4.95977999999999974e-01
6.28318530717958679e-02 5.28336000000000006e+00 4.42772999999999972e-01
6.28318530717958679e-02 5.32513000000000059e+00 3.95768000000000009e-01
6.28318530717958679e-02 5.36995000000000022e+00 3.52775999999999978e-01
6.28318530717958679e-02 5.41686000000000067e+00 3.08597000000000010e-01
6.28318530717958679e-02 5.46523000000000003e+00 2.57565999999999962e-01
6.28318530717958679e-02 5.51154000000000011e+00 1.95202999999999988e-01
6.28318530717958679e-02 5.55034999999999989e+00 1.19452999999999990e-01
6.28318530717958679e-02 5.57849000000000039e+00 3.26327999999999965e-02
6.28318530717958679e-02 5.59571000000000041e+00 -5.91077000000000061e-02
6.28318530717958679e-02 5.60192999999999941e+00 -1.50213000000000013e-01
6.28318530717958679e-02 5.59614000000000011e+00 -2.38378000000000007e-01
6.28318530717958679e-02 5.57770000000000010e+00 -3.21925000000000017e-01
6.28318530717958679e-02 5.54807999999999968e+00 -3.97643999999999997e-01
6.28318530717958679e-02 5.51192999999999955e+00 -4.63697000000000026e-01
6.28318530717958679e-02 5.47557000000000027e+00 -5.22144999999999970e-01
6.28318530717958679e-02 5.44317000000000029e+00 -5.76334999999999931e-01
6.28318530717958679e-02 5.41551999999999989e+00 -6.28001000000000031e-01
6.28318530717958679e-02 5.39227999999999952e+00 -6.78285000000000027e-01
6.28318530717958679e-02 5.37287000000000070e+00 -7.28903999999999996e-01
6.28318530717958679e-02 5.35557999999999979e+00 -7.81153999999999904e-01
6.28318530717958679e-02 5.33967999999999954e+00 -8.35871000000000031e-01
6.28318530717958679e-02 5.32909999999999950e+00 -8.93914000000000097e-01
